LotArea;SalePrice;LivingArea;NumberBedroom;TotalRooms;Neighborhood;YearBuilt;YearRemodAdd;YrSold;MoSold;KitchenQual;Condition1;OverallCond
7332;120000;864;2;4;NAmes;1959;1959;2006;10;Gd;Norm;6
13159;224500;1692;3;6;Timber;2009;2009;2009;7;Gd;Norm;5
10500;139000;1109;3;5;NAmes;1971;2005;2007;12;TA;Norm;7
8480;118500;1216;2;6;NAmes;1947;1950;2008;10;TA;Norm;5
6292;145000;1477;3;6;SWISU;1928;1950;2009;8;TA;Norm;7
11777;164500;1320;3;6;Sawyer;1966;1966;2006;5;TA;Norm;6
3604;146000;1392;2;5;Somerst;2007;2007;2008;2;Gd;Norm;5
12150;131500;1795;4;7;OldTown;1954;1954;2008;11;TA;Norm;5
14585;181900;1429;3;7;NAmes;1960;1987;2007;6;Gd;Norm;6
12704;253293;2042;3;8;NridgHt;2008;2009;2009;8;Ex;Norm;5
13500;325000;2775;3;9;OldTown;1893;2000;2008;7;Gd;Artery;9
11443;369900;2028;2;7;Timber;2005;2006;2006;3;Gd;Norm;5
8740;137000;860;2;4;Sawyer;1982;1982;2009;7;TA;Norm;6
13478;451950;2296;3;10;NridgHt;2008;2008;2009;6;Ex;Norm;5
6600;138000;816;2;4;Mitchel;1982;2003;2008;6;TA;Norm;8
11302;319000;1826;3;7;StoneBr;2005;2006;2006;8;Gd;Norm;5
3600;114504;1368;3;7;OldTown;1910;1993;2006;10;TA;Norm;7
10927;275000;1904;3;8;NridgHt;2005;2005;2006;6;Ex;Norm;5
10041;220000;1915;3;8;SawyerW;1992;1992;2006;2;Gd;Norm;5
3182;151000;1200;2;4;Somerst;2004;2005;2010;6;Gd;Norm;5
13600;205000;1986;3;7;NAmes;1965;1990;2009;10;TA;Norm;6
7943;118500;1029;3;5;Sawyer;1961;1961;2007;4;TA;Feedr;5
10395;148000;1032;3;6;NWAmes;1978;1978;2007;7;TA;Norm;6
8402;147000;1120;3;6;Mitchel;2007;2007;2007;12;TA;Feedr;5
1491;75500;630;1;3;MeadowV;1972;1972;2010;5;TA;Norm;6
8800;137500;1054;3;6;NAmes;1963;1963;2010;5;Gd;Feedr;7
7227;105500;832;2;4;NAmes;1954;1954;2008;6;Gd;Artery;6
11694;314813;1828;3;9;NridgHt;2007;2007;2007;7;Gd;Norm;5
12244;305000;2262;4;10;Timber;2003;2003;2008;8;Gd;Norm;5
10800;240000;2614;4;9;NWAmes;1974;1997;2008;6;TA;Norm;7
7064;135000;980;3;6;Sawyer;1977;1977;2009;7;TA;Norm;6
2117;168500;1512;2;4;Somerst;2000;2000;2007;6;Gd;Norm;5
10400;165150;1790;4;8;NWAmes;1972;1972;2006;11;TA;Norm;5
10000;160000;1116;3;5;NAmes;1962;1962;2010;2;TA;Norm;6
12342;139900;1422;3;6;NAmes;1960;1978;2007;8;TA;Norm;5
9600;153000;1520;3;7;NAmes;1955;1972;2010;3;TA;Norm;6
11606;135000;2080;5;9;NAmes;1969;1969;2007;9;Fa;Norm;5
9020;168500;1350;3;6;NAmes;1964;1964;2008;6;TA;Feedr;5
9000;124000;1750;3;8;OldTown;1880;1991;2006;6;Ex;Artery;6
4590;209500;1554;2;6;NridgHt;2006;2006;2007;8;Gd;Norm;5
11900;82500;1411;3;6;NWAmes;1977;1977;2009;4;TA;Norm;5
9250;139400;1056;3;6;NAmes;1954;2005;2007;7;TA;Norm;7
6979;144000;1056;0;4;OldTown;1980;1980;2010;6;TA;Norm;5
10896;200000;3395;8;14;SWISU;1914;1995;2007;3;Fa;Feedr;7
6000;93000;1387;3;7;OldTown;1954;1954;2009;11;Gd;Norm;4
12677;274000;1518;1;6;NridgHt;2003;2004;2008;4;Ex;Norm;5
7050;226000;1929;3;7;Somerst;2001;2001;2007;5;Gd;Norm;5
13860;345000;2704;4;9;NAmes;1972;1995;2009;7;Ex;Norm;7
10793;152000;1620;4;7;NWAmes;1969;1969;2007;4;TA;RRAn;5
9187;370878;1766;2;7;Somerst;2009;2009;2009;10;Ex;Norm;5
10530;143250;981;3;5;NAmes;1971;1971;2007;3;TA;Norm;5
7200;98300;1048;3;7;NAmes;1950;1950;2008;7;TA;Norm;5
7700;155000;1839;4;7;NAmes;1966;1966;2010;6;TA;PosN;5
1936;84500;630;1;3;MeadowV;1970;1970;2007;12;TA;Norm;6
8125;205950;1665;3;7;Somerst;2007;2007;2008;5;Gd;Norm;6
10437;350000;2113;2;7;NoRidge;1995;1995;2008;8;Gd;Norm;6
10007;145500;1053;3;5;NAmes;1959;2006;2008;8;Gd;Norm;7
17503;97500;1458;3;6;NAmes;1948;1950;2010;1;TA;Artery;5
12384;197900;1935;3;7;NWAmes;1976;1976;2007;11;TA;Norm;7
46589;402000;2448;4;8;NoRidge;1994;2005;2009;7;Gd;Norm;7
13560;110000;1392;2;5;NAmes;1968;1968;2009;7;TA;Norm;3
20896;423000;2097;1;8;Somerst;2005;2006;2006;1;Ex;RRAn;5
18450;129000;2380;3;7;NAmes;1965;1979;2007;8;TA;Norm;5
8125;193500;1679;3;7;SawyerW;1994;1998;2008;10;Gd;Norm;5
14175;168000;1437;3;6;Sawyer;1956;1987;2006;11;TA;Norm;6
11250;165000;1208;3;6;Veenker;1977;1977;2006;6;TA;Norm;6
9200;140000;1136;3;5;NAmes;1965;1965;2008;7;TA;Norm;6
2289;148500;1441;3;7;NPkVill;1978;1978;2009;4;TA;Norm;6
9600;87000;1774;4;8;OldTown;1900;1950;2006;5;TA;Norm;2
9022;109500;792;2;5;OldTown;1924;2006;2009;5;Gd;Norm;8
11844;372500;2046;3;7;StoneBr;2008;2008;2009;7;Gd;Norm;5
9945;128500;988;3;5;Sawyer;1961;1961;2007;10;TA;Norm;5
8012;143000;923;2;5;SawyerW;1980;1980;2010;5;TA;Norm;5
4500;159434;1520;3;6;SWISU;1932;2000;2009;7;TA;Norm;5
16770;221000;1839;4;7;NoRidge;1998;1998;2010;6;TA;Norm;5
5062;207500;2090;3;6;StoneBr;1984;1984;2007;9;Gd;Norm;5
10207;227875;1761;3;7;Somerst;2007;2007;2007;8;Gd;Norm;6
5105;148800;1102;2;4;Somerst;2004;2004;2007;3;Gd;Norm;5
8089;392000;1419;2;7;StoneBr;2007;2007;2007;10;Gd;Norm;6
7577;194700;1362;2;6;NridgHt;2005;2006;2007;6;Gd;Norm;5
21535;755000;4316;4;10;NoRidge;1994;1995;2007;1;Ex;Norm;6
26178;335000;2519;4;9;Timber;1989;1990;2006;4;Gd;Norm;5
5400;108480;1073;2;4;OldTown;1921;1968;2006;12;TA;Norm;6
13811;176000;1137;2;5;Timber;1987;1987;2006;7;Gd;Norm;6
8450;138500;894;3;5;Sawyer;1965;2009;2010;4;TA;RRAe;8
4282;196000;1391;2;5;Somerst;2004;2004;2008;7;Gd;Norm;5
14331;312500;1800;3;7;Timber;2002;2002;2006;5;Gd;Norm;5
9600;140000;1164;3;6;NWAmes;1969;1969;2006;7;TA;Norm;5
12438;361919;2576;4;10;StoneBr;2006;2006;2006;7;Ex;Norm;5
7630;140000;1812;4;8;OldTown;1900;1996;2010;5;Gd;Feedr;9
6240;254000;1324;2;6;NridgHt;2006;2006;2009;12;Gd;Norm;5
7162;109900;904;3;6;Sawyer;1966;1966;2008;12;TA;Norm;7
4671;189000;1228;2;5;StoneBr;1988;1989;2008;10;Gd;Norm;5
13517;130500;1479;3;6;Sawyer;1976;2005;2010;3;Gd;RRAe;8
10140;165000;1350;3;7;NWAmes;1974;1974;2009;8;TA;Norm;5
10800;159500;2554;3;8;OldTown;1890;1998;2007;7;TA;Norm;8
10000;157000;1178;3;5;NWAmes;1973;2000;2008;11;Gd;Norm;6
10542;341000;2418;3;9;NoRidge;1993;1994;2008;8;Gd;Norm;5
6563;275000;1742;2;5;StoneBr;1985;1985;2006;12;Gd;Norm;5
8120;124500;864;3;5;NAmes;1970;1970;2009;7;TA;Norm;7
6960;120500;864;3;5;NAmes;1970;1970;2009;11;Gd;Norm;6
11475;110000;1776;4;9;NAmes;1958;1958;2009;7;TA;Norm;5
5389;236500;1616;2;5;StoneBr;1995;1996;2010;3;Gd;Norm;5
9590;187500;1146;3;6;Timber;2003;2003;2007;5;Gd;Norm;5
10000;131400;1144;3;6;Sawyer;1961;1983;2009;3;TA;Feedr;6
8978;108000;948;3;6;Sawyer;1968;1968;2007;5;TA;Norm;5
10800;163000;1768;2;6;OldTown;1914;1970;2006;10;TA;Norm;7
8544;93500;1040;2;6;NAmes;1950;1950;2006;7;TA;Norm;4
9600;132000;1432;2;7;OldTown;1910;2002;2007;5;TA;Norm;7
6768;142000;912;3;5;Sawyer;1961;1996;2008;5;Gd;Feedr;8
8450;179000;1349;3;6;SawyerW;2000;2001;2007;12;TA;Norm;5
12886;175000;1464;3;6;Sawyer;1963;1999;2009;10;TA;Norm;6
5395;180000;1337;2;5;StoneBr;1993;1993;2008;10;Gd;Norm;5
8963;299800;2715;4;11;NWAmes;1976;1996;2008;7;Gd;Norm;9
11700;265979;2640;4;8;OldTown;1880;2003;2009;5;Gd;Norm;7
10593;260400;1720;3;7;NoRidge;1996;1996;2010;3;Gd;Norm;5
8800;96500;1140;3;7;OldTown;1910;2004;2010;6;TA;Norm;7
10240;275500;2098;3;8;NridgHt;2005;2005;2006;3;Ex;Norm;5
7930;156000;1026;3;5;NAmes;1969;2005;2009;7;Gd;Norm;8
3230;172500;1471;3;6;Somerst;1999;1999;2009;3;TA;Norm;5
11616;158900;1386;3;6;Sawyer;1978;1978;2010;4;TA;Norm;5
2280;179400;1501;3;6;Somerst;1999;1999;2008;8;TA;Norm;5
12257;290000;2531;4;9;NoRidge;1995;1995;2007;11;Gd;Norm;5
9100;127500;864;2;5;NAmes;1959;1959;2009;10;TA;Norm;6
8640;215200;1547;3;7;Somerst;2009;2009;2010;6;Gd;Norm;5
9430;337000;2365;3;8;NoRidge;1999;1999;2009;7;Gd;Norm;5
9549;270000;1494;2;6;Veenker;1995;1996;2006;4;Ex;Norm;5
14587;264132;1506;2;6;Somerst;2008;2008;2008;8;Ex;Norm;5
10421;196500;1714;3;7;NWAmes;1988;1988;2010;3;TA;Norm;5
12508;160000;1750;4;7;Mitchel;1940;1985;2008;7;TA;Norm;7
53504;538000;3279;4;12;StoneBr;2003;2003;2010;6;Ex;Norm;5
7252;134900;858;2;5;Sawyer;1982;1982;2009;4;TA;Norm;5
10150;114500;912;2;5;NAmes;1958;1958;2007;7;TA;Feedr;5
14226;395000;1973;3;9;NridgHt;2006;2006;2007;7;Gd;Norm;5
4500;162000;1204;2;5;Mitchel;1998;1998;2009;6;TA;Norm;5
13350;142500;894;3;5;Sawyer;1974;1974;2006;6;TA;Norm;5
8400;144000;2020;4;10;SawyerW;1977;1977;2007;10;TA;Feedr;5
10530;135000;1004;2;4;Mitchel;1977;1977;2006;5;TA;Norm;5
7153;175900;1603;3;7;SawyerW;1992;1992;2006;7;Gd;Norm;5
9101;165500;1110;1;4;Mitchel;1978;1978;2009;7;Gd;Norm;6
6300;128000;1484;3;9;OldTown;1914;2001;2008;6;TA;Norm;6
9790;161500;1342;3;7;NWAmes;1967;1967;2009;9;TA;Feedr;5
10800;139000;1652;4;7;OldTown;1915;1950;2010;6;TA;Artery;6
10142;233000;2084;4;8;SawyerW;2004;2004;2010;1;Gd;Norm;5
6000;107900;901;2;4;OldTown;1954;2000;2008;8;TA;Norm;7
11333;146800;1062;3;5;Mitchel;1976;1976;2007;5;TA;Norm;5
9920;269790;2013;3;8;NoRidge;1996;1997;2007;6;TA;Norm;5
9158;225000;1496;3;7;Somerst;2007;2007;2007;6;Gd;Norm;5
8400;171000;1564;3;7;SawyerW;1980;1981;2010;4;TA;Norm;6
8197;143500;1285;3;7;Sawyer;1977;1977;2007;4;TA;Norm;5
7677;110000;773;2;4;NAmes;1953;1953;2008;4;TA;Norm;5
13518;485000;3140;4;11;NridgHt;2008;2009;2009;7;Ex;Norm;5
7200;175000;1768;3;7;SWISU;1937;1950;2007;6;Gd;Feedr;7
13891;582933;2822;4;12;NridgHt;2008;2009;2009;1;Ex;Norm;5
9000;118000;1128;2;5;NAmes;1954;1954;2006;6;TA;Norm;5
12274;227680;1428;3;6;Somerst;2008;2008;2008;7;Ex;Norm;5
9750;135500;980;3;6;NAmes;1967;1967;2006;10;TA;Norm;5
13400;159950;1086;3;6;NAmes;1966;1966;2006;6;TA;Norm;5
8100;106000;2138;2;11;OldTown;1898;1965;2009;11;TA;Norm;5
10140;181000;1309;3;5;NWAmes;1974;1999;2006;1;Gd;Norm;6
9750;157900;1442;4;7;NAmes;1958;1958;2007;4;TA;Norm;6
11425;137000;1008;2;4;NAmes;1954;1954;2006;7;TA;Norm;6
13265;271000;1689;3;7;Mitchel;2002;2002;2008;7;Gd;Norm;5
6371;224000;1358;2;6;NridgHt;2009;2010;2010;6;Gd;Norm;5
6000;93000;936;2;4;OldTown;1953;1953;2009;2;TA;Norm;4
9900;139500;1489;3;7;SWISU;1940;1950;2009;7;TA;Norm;7
11216;232600;1489;3;7;Somerst;2006;2006;2006;6;Gd;Norm;5
14803;385000;2084;2;7;NridgHt;2007;2008;2008;6;Ex;PosN;5
8529;189000;1434;3;6;SawyerW;2001;2001;2009;4;Gd;Norm;5
2544;147400;1223;2;4;Somerst;2005;2005;2006;7;Gd;Norm;5
11900;166000;1392;3;6;NAmes;1957;1957;2008;6;TA;Norm;5
3180;151000;1200;2;4;Somerst;2005;2005;2006;6;Gd;Norm;5
10004;167000;1516;3;6;NAmes;1964;1964;2009;2;TA;Norm;6
7875;139950;1144;3;6;NAmes;1961;1961;2008;9;TA;Norm;6
9600;128000;1067;2;4;Sawyer;1950;1995;2010;2;Gd;Norm;7
8100;153500;1559;2;5;OldTown;1948;1973;2007;6;TA;Norm;6
12155;140000;1482;4;7;SWISU;1925;1950;2008;3;Fa;Norm;8
10440;157500;1539;3;8;OldTown;1904;2002;2008;6;Gd;Norm;8
9020;174900;1165;3;6;NAmes;1966;1966;2008;5;TA;Norm;7
8000;141000;1800;6;10;NAmes;1961;1961;2007;7;TA;Artery;4
12665;153900;1416;4;7;OldTown;1915;1950;2008;6;TA;Artery;8
16647;171000;1701;3;6;Sawyer;1975;1981;2007;1;TA;RRAe;5
9317;213000;1775;3;7;SawyerW;1993;1993;2009;7;Gd;Norm;5
9600;187000;1855;3;7;Veenker;1976;1994;2007;8;TA;Feedr;7
12095;158000;1445;3;7;NAmes;1964;1964;2009;8;TA;Norm;6
17920;170000;1779;3;6;Sawyer;1955;1974;2006;7;TA;Norm;4
6897;127000;1040;3;6;Sawyer;1962;2010;2010;4;TA;Norm;8
10400;152000;1370;3;6;NWAmes;1976;1976;2009;6;TA;Norm;5
11029;250000;2654;4;9;NWAmes;1968;1984;2006;8;Gd;PosA;7
11625;131500;1039;3;6;Sawyer;1965;1965;2010;4;TA;Norm;4
9672;152000;1097;3;6;SawyerW;1984;1985;2010;5;TA;Norm;5
7931;132500;1148;3;6;NAmes;1959;1959;2009;7;TA;Norm;5
8640;250580;1372;3;6;Somerst;2007;2008;2008;5;Gd;Norm;5
8750;148500;1002;3;5;NAmes;1970;1970;2009;8;TA;Norm;6
10656;248900;1646;3;6;Timber;2006;2007;2007;11;Gd;Norm;5
6970;129000;1120;3;5;Sawyer;1961;1961;2007;5;Fa;Feedr;5
9938;236000;1949;3;8;SawyerW;1993;1994;2010;6;Gd;Norm;5
6600;109500;894;2;5;NAmes;1962;1962;2009;8;TA;PosN;5
8892;116000;910;3;5;NAmes;1953;1996;2008;10;Gd;Norm;7
12144;133000;1268;3;6;NAmes;1949;1950;2009;9;TA;Norm;7
5720;66500;1131;3;5;OldTown;1941;1950;2009;8;TA;Artery;6
9000;303477;2610;4;11;Somerst;2007;2007;2007;8;Ex;Norm;5
25286;132250;1040;3;5;Mitchel;1963;1963;2007;1;TA;Norm;5
8834;350000;2224;4;10;NridgHt;2004;2005;2009;6;Ex;Norm;5
11782;148000;1155;3;6;Sawyer;1961;1995;2010;6;Gd;Norm;7
13758;187500;1717;3;7;Timber;1990;1991;2007;4;Gd;Norm;5
6204;118500;2230;5;10;SWISU;1912;1950;2006;3;TA;Norm;5
7150;100000;892;3;5;NAmes;1967;1967;2009;7;TA;Norm;5
5119;328900;1709;2;5;Somerst;1999;2000;2008;1;Gd;Norm;5
8393;145000;1712;4;8;NAmes;1959;2005;2006;6;TA;Norm;5
15865;268000;2217;4;8;NAmes;1970;1970;2007;10;Gd;Norm;6
12160;149500;1505;2;6;NAmes;1953;1953;2009;2;TA;Feedr;4
8064;122900;924;3;6;NAmes;1949;2006;2007;7;TA;Artery;7
11184;172500;1683;3;7;Sawyer;1978;1978;2009;7;TA;Norm;5
8414;154500;1068;3;6;Sawyer;1963;2003;2006;2;TA;Norm;8
13284;165000;1383;3;6;Sawyer;1954;1954;2008;6;TA;PosN;5
7018;118858;1535;4;8;SawyerW;1979;1979;2009;6;TA;Norm;5
7056;140000;1796;4;8;NAmes;1963;1963;2008;10;TA;Norm;5
7018;142953;2240;6;12;SawyerW;1979;1979;2009;6;TA;Feedr;5
12919;611657;2364;2;11;NridgHt;2009;2010;2010;3;Ex;Norm;5
6993;135000;1236;3;6;Sawyer;1961;1994;2006;6;TA;Feedr;7
7340;110000;858;2;4;NAmes;1971;1971;2007;6;TA;Norm;6
8712;153000;1306;2;5;NAmes;1957;2000;2009;5;TA;Norm;7
6173;125500;902;3;6;Sawyer;1967;1967;2007;8;TA;Norm;6
9920;128000;1063;3;6;NAmes;1954;1954;2010;2;TA;Norm;5
13501;255000;1636;3;8;Somerst;2006;2006;2007;6;Gd;Norm;5
8885;131000;902;2;5;Mitchel;1983;1983;2006;6;TA;Norm;5
11600;154300;2274;5;12;NAmes;1960;1960;2010;1;TA;Feedr;5
3000;173733;1224;2;4;Somerst;2009;2009;2009;6;Gd;Norm;5
2001;75000;1092;3;6;MeadowV;1970;1970;2007;1;TA;Norm;5
13125;238000;2127;4;8;SawyerW;1991;1991;2007;11;Gd;Norm;5
11029;176500;1414;3;6;NAmes;1958;2002;2008;5;TA;Norm;8
8462;201000;1721;3;7;SawyerW;1994;1994;2007;7;Gd;Norm;5
8012;193000;1617;2;5;SawyerW;1993;1994;2008;7;Gd;Norm;5
10240;207500;1686;3;7;NWAmes;1980;1980;2006;5;TA;Norm;6
15611;175000;1126;3;6;NWAmes;1977;1977;2008;3;Ex;Norm;6
11999;285000;2374;4;10;NridgHt;2003;2004;2007;5;Ex;Norm;5
9900;176000;1978;4;9;NWAmes;1968;1968;2008;4;TA;Feedr;5
8925;201000;1466;3;7;Timber;2007;2007;2009;7;Gd;Norm;5
9100;117500;925;2;5;NAmes;1965;1965;2009;7;TA;Norm;6
11670;320000;1905;3;8;Somerst;2006;2006;2007;3;Ex;RRNn;5
27650;242000;2069;4;9;NAmes;1960;2007;2008;11;Gd;PosA;7
10083;184900;1200;2;5;SawyerW;2003;2003;2009;8;Gd;Norm;5
9675;253000;1971;3;8;Somerst;2005;2005;2009;2;Gd;Norm;5
12640;150900;1728;4;8;Mitchel;1976;1976;2006;7;TA;Norm;5
25000;143000;1632;4;8;Mitchel;1967;1967;2007;6;TA;Norm;4
14375;137500;1344;3;7;Timber;1958;1958;2009;1;Gd;Norm;6
8820;124900;1869;2;7;OldTown;1890;1996;2009;9;TA;Norm;6
8163;143000;1144;3;6;NAmes;1959;1959;2006;3;TA;Norm;6
14536;270000;1629;3;9;Timber;2002;2003;2007;11;Gd;Norm;5
9360;197500;1381;3;5;NWAmes;1972;2006;2010;3;Gd;Norm;7
7200;129000;864;3;5;NAmes;1950;2002;2007;7;Gd;Norm;8
7800;119900;965;3;6;SawyerW;1965;1965;2006;7;TA;Norm;5
11075;172000;1968;4;7;Mitchel;1969;1969;2008;9;TA;Norm;4
7420;132000;1057;3;6;Sawyer;1962;1962;2007;4;TA;Norm;5
2572;155000;1416;3;6;Somerst;1999;1999;2010;5;Gd;Norm;5
12227;272000;2872;4;11;NWAmes;1977;1995;2008;7;TA;PosN;7
2308;155000;1548;3;7;NPkVill;1976;1976;2007;7;Gd;Norm;6
11316;214900;1894;4;8;Timber;2002;2003;2010;2;Gd;Norm;5
7390;135000;1098;3;6;NAmes;1955;1955;2008;7;TA;Norm;7
5925;37900;968;2;6;OldTown;1910;1950;2009;5;TA;Norm;6
10382;140000;1095;2;6;NAmes;1958;1958;2006;3;TA;Norm;5
10800;135000;1192;4;6;NAmes;1949;1950;2006;12;TA;Norm;4
2268;173000;1626;2;6;NridgHt;2003;2004;2009;7;Gd;Norm;5
7892;99500;918;2;5;SawyerW;1979;1979;2010;4;TA;Norm;5
11639;182000;1428;3;6;Somerst;2007;2008;2008;12;Gd;Norm;5
2651;165000;1382;3;6;Somerst;2000;2000;2006;4;Gd;Norm;5
4274;199900;1241;1;4;Somerst;2006;2007;2007;11;Gd;Norm;5
8816;139000;1121;3;5;Sawyer;1963;1963;2009;6;TA;Feedr;6
12122;178400;999;3;6;NAmes;1961;2007;2008;7;Ex;Norm;9
12203;336000;2612;4;8;NoRidge;1998;1999;2009;7;Gd;Norm;5
10125;126000;1734;4;8;Mitchel;1977;1977;2009;8;Gd;Norm;5
5310;117000;1635;2;5;OldTown;1910;2003;2006;6;Gd;Feedr;8
10159;395192;1940;3;8;NridgHt;2009;2010;2010;4;Ex;Norm;5
12046;195000;2030;4;8;NWAmes;1976;1976;2007;6;Gd;Norm;6
8125;197000;1576;3;6;Somerst;2006;2006;2006;8;Gd;Norm;5
9452;348000;2392;3;7;NoRidge;1997;1998;2006;6;Gd;Norm;5
17671;168000;1742;4;8;OldTown;1882;1986;2009;11;Gd;Artery;9
9760;187000;1851;3;7;NAmes;1964;1993;2007;7;Gd;Norm;8
12456;337500;1718;3;7;NridgHt;2006;2007;2009;7;Ex;Norm;5
10659;136500;1050;3;6;NAmes;1961;1961;2006;1;TA;Norm;6
11717;185000;1442;2;6;NWAmes;1970;1970;2009;2;TA;PosA;6
5400;86000;691;2;4;OldTown;1920;1950;2007;1;Ex;Norm;6
11957;232000;1574;3;7;Somerst;2006;2006;2008;7;Gd;RRAn;5
11500;136905;1680;4;8;NWAmes;1976;1976;2007;6;TA;Feedr;6
12155;163500;1657;3;7;NAmes;1970;1970;2007;3;TA;PosN;3
2217;88000;1092;3;6;MeadowV;1970;1970;2009;8;TA;Norm;4
12118;240000;1710;3;7;Mitchel;2004;2005;2009;4;Gd;Norm;5
6000;102000;1522;4;7;SWISU;1926;1950;2006;6;TA;Norm;5
21286;135000;1271;4;7;Sawyer;1948;1950;2008;8;TA;Norm;5
7200;85000;1022;2;4;OldTown;1910;2006;2009;6;TA;Norm;4
11664;119200;1082;2;5;NAmes;1948;1950;2007;11;TA;Artery;5
8400;227000;1665;3;6;NWAmes;2001;2001;2009;11;Gd;Norm;6
5814;187500;1360;1;4;StoneBr;1984;1984;2009;8;Gd;Norm;5
9439;87000;1248;2;6;OldTown;1930;1950;2007;3;TA;Norm;5
15498;287000;2898;2;10;Timber;1976;1976;2008;5;Gd;Norm;6
9300;167500;1264;3;6;NAmes;1960;1960;2010;4;TA;Feedr;5
9520;293077;1646;3;7;Timber;2007;2008;2008;4;Gd;Norm;5
9492;105000;1376;3;6;NAmes;1941;1950;2007;4;TA;Artery;5
7082;160000;1928;5;10;SWISU;1916;1995;2006;7;TA;Norm;8
15863;197000;3082;5;12;SWISU;1920;1970;2009;8;TA;Norm;3
14541;310000;2520;5;10;NoRidge;1993;1993;2006;11;Gd;Norm;7
12898;315500;1620;2;6;Timber;2007;2008;2009;9;Ex;Norm;5
1533;97000;1344;3;6;MeadowV;1970;2008;2009;5;TA;Norm;6
1477;80000;630;1;3;MeadowV;1970;1970;2009;4;TA;Norm;4
13125;155000;1803;3;8;Sawyer;1957;2000;2006;1;TA;Norm;4
9130;173000;1632;4;7;NWAmes;1966;2000;2008;7;Gd;Feedr;8
5381;196000;1306;1;5;NridgHt;2005;2005;2009;8;Gd;Norm;5
11839;262280;2329;4;10;SawyerW;1990;1990;2008;5;Gd;Norm;5
9600;278000;2524;4;9;NWAmes;1981;1981;2009;7;Gd;PosN;5
16056;556581;2868;4;11;StoneBr;2005;2006;2006;7;Ex;Norm;5
21750;115000;1771;3;9;Mitchel;1960;2006;2009;11;TA;Norm;4
9500;165000;1977;4;9;NAmes;1964;1978;2007;6;TA;Artery;6
11361;180000;1523;3;7;NWAmes;1976;1976;2008;5;TA;Norm;5
7052;185850;1364;2;6;NridgHt;2005;2005;2006;6;Gd;Norm;5
29959;248000;1850;3;7;NoRidge;1994;1994;2009;1;Gd;Norm;6
11308;335000;2184;3;10;NridgHt;2008;2008;2009;7;Ex;Norm;5
4920;213500;1338;2;6;StoneBr;2001;2001;2010;4;Gd;Norm;5
13600;90000;2337;5;10;OldTown;1900;1950;2007;9;TA;Norm;5
6000;110500;1103;2;5;OldTown;1925;1980;2006;7;Gd;Artery;6
11000;154000;1154;3;6;NAmes;1966;1966;2009;11;TA;Norm;6
9760;167900;1611;4;7;NAmes;1964;1964;2008;6;TA;Norm;6
3964;151400;2521;5;10;MeadowV;1973;1973;2006;6;TA;Norm;4
9600;135000;893;2;4;NAmes;1949;2003;2007;5;Gd;Norm;7
10152;135000;1048;3;6;NAmes;1956;1956;2007;6;TA;Norm;5
11700;154000;1556;4;8;NWAmes;1968;1968;2009;5;TA;RRAn;6
10800;170000;1466;3;7;OldTown;1936;1989;2006;4;Gd;Norm;8
15870;138800;1096;3;6;NAmes;1969;1969;2006;3;TA;Norm;5
11040;145000;1258;3;5;NWAmes;1971;2004;2008;10;Gd;Norm;7
7500;133000;1040;3;5;Sawyer;1963;1963;2010;6;TA;Feedr;5
8800;160000;1251;3;6;NAmes;1964;1964;2006;3;TA;Norm;6
9069;147000;996;2;5;SawyerW;1992;1992;2010;4;Gd;Norm;6
1974;83500;1092;3;6;MeadowV;1973;1973;2010;5;TA;Norm;5
10574;252000;1953;3;9;Somerst;2005;2006;2009;5;Gd;Norm;5
3316;197000;1247;1;4;Somerst;2005;2005;2006;4;Gd;Norm;5
8544;92900;1040;2;6;NAmes;1950;1950;2009;6;TA;Norm;4
2160;160000;1252;2;4;Somerst;1999;2000;2008;3;Gd;Norm;5
8400;136500;1694;4;7;SWISU;1925;1950;2008;6;TA;Norm;5
9230;146000;1200;1;6;NAmes;1965;1998;2006;10;Gd;Feedr;8
5868;129000;936;2;4;NAmes;1956;2000;2010;5;TA;Norm;7
3696;170000;1088;2;5;StoneBr;1986;1986;2007;10;Gd;Norm;5
11880;157000;1601;3;7;NWAmes;1978;1978;2009;4;TA;RRAn;5
8400;60000;438;1;3;SWISU;1920;1950;2009;1;Fa;Norm;5
9758;119500;950;3;5;NAmes;1971;1971;2007;7;TA;Norm;5
7000;135000;1134;2;6;NAmes;1960;2002;2007;4;TA;Norm;7
8910;159500;1194;3;6;NAmes;1959;1959;2006;7;TA;Norm;6
12256;325000;2622;3;9;NoRidge;1994;1995;2010;4;Gd;Norm;5
10357;179900;1442;3;6;SawyerW;1990;1991;2007;5;Gd;Feedr;5
11362;280000;1836;3;7;NridgHt;2004;2005;2009;3;Gd;Norm;5
10480;205000;1964;4;8;NWAmes;1976;1976;2008;9;TA;Norm;6
7100;129900;816;2;5;NAmes;1957;1957;2006;7;TA;Norm;7
8923;134500;1008;2;6;NAmes;1953;2006;2007;5;Gd;Norm;7
5400;117000;833;2;4;OldTown;1954;2000;2006;8;Gd;Norm;7
12085;318000;1734;3;7;NridgHt;2007;2007;2007;11;Ex;Norm;5
9764;130000;894;3;5;Sawyer;1967;2003;2008;5;Gd;Feedr;7
13825;140000;1601;3;6;Sawyer;1958;1987;2008;12;TA;Norm;6
7560;133700;1040;3;6;NAmes;1959;1959;2006;7;TA;Norm;5
